"tags","year_appeared","total_count"
"tensorflow-datasets","2017",142
"tensorflow-estimator","2017",87
"tensorflow-gpu","2015",261
"tensorflow-lite","2017",34
"tensorflow-serving","2016",173
"tensorflow.js","2018",16
"teradata","2008",905
"terminal","2008",5907
"terminate","2008",242
"terminology","2008",976
"ternary","2009",143
"ternary-operator","2008",728
"terraform","2015",627
"terraform-provider-aws","2018",24
"terrain","2008",166
"tesseract","2008",981
"testcafe","2015",37
"testcase","2008",269
"testcomplete","2008",144
"testflight","2010",689
"testing","2008",15351
"testng","2008",2187
"testunit","2008",181
"tex","2008",262
"text","2008",7498
"text-align","2009",157
"text-alignment","2009",294
"text-analysis","2008",166
"text-classification","2013",282
"text-editor","2008",878
"text-extraction","2008",237
"text-files","2008",1471
"text-mining","2008",656
"text-parsing","2008",356
"text-processing","2008",456
"text-to-speech","2008",1035
"textarea","2008",2007
"textblock","2008",452
"textbox","2008",4092
"textcolor","2008",150
"textfield","2008",959
"textinput","2008",321
"textmate","2008",553
"textselection","2008",158
"texture-mapping","2009",289
"texture2d","2009",198
"textures","2008",1814
"textview","2009",3598
"textwatcher","2010",212
"textwrapping","2008",275
"tf-idf","2008",297
"tflearn","2016",168
"tfs","2008",9481
"tfs-sdk","2009",256
"tfs-workitem","2008",254
"tfs2008","2008",326
"tfs2010","2009",2121
"tfs2012","2009",1004
"tfs2013","2009",851
"tfs2015","2014",810
"tfs2017","2016",298
"tfsbuild","2008",1538
"tfvc","2009",204
"theano","2013",787
"themes","2008",2648
"theory","2008",764
"theos","2013",120
"thermal-printer","2008",153
"thin","2009",361
"thinking-sphinx","2008",449
"this","2008",1978
"thread-local","2008",183
"thread-safety","2008",3200
"thread-sleep","2011",254
"thread-synchronization","2009",150
"threadpool","2008",1497
"threadpoolexecutor","2009",268
"three.js","2010",5060
"three20","2009",453
"threshold","2010",129
"thrift","2008",717
"throttling","2008",199
"throw","2008",260
"thrust","2010",209
"thumbnails","2008",1122
"thunderbird","2008",198
"thymeleaf","2012",1972
"tibble","2017",88
"tibco","2008",252
"tic-tac-toe","2009",224
"tidyr","2014",449
"tidyverse","2016",423
"tiff","2008",595
"tile","2009",269
"tiles","2008",519
"time","2008",7375
"time-complexity","2008",1712
"time-series","2008",2258
"timedelta","2009",182
"timeline","2008",326
"timeout","2008",3121
"timepicker","2009",456
"timer","2008",5643
"timertask","2010",285
"timespan","2008",437
"timestamp","2008",3344
"timezone","2008",4182
"timing","2008",427
"tinkerpop","2012",166
"tinkerpop3","2014",156
"tinymce","2008",3080
"tinymce-4","2013",566
"tire","2011",276
"titan","2012",422
"titanium","2008",2558
"titanium-alloy","2010",467
"titanium-mobile","2010",989
"title","2008",789
"titlebar","2008",288
"tizen","2011",426
"tizen-web-app","2012",143
"tk","2008",658
"tkinter","2008",6662
"tkinter-canvas","2008",247
"tkinter-entry","2009",110
"tls1.2","2014",573
"tm","2012",312
"tmux","2009",556
"toad","2008",394
"toast","2009",594
"today-extension","2011",217
"toggle","2008",1586
"togglebutton","2009",372
"toggleclass","2010",201
"tokbox","2012",143
"token","2008",1623
"tokenize","2008",729
"tomcat","2008",15455
"tomcat6","2009",895
"tomcat7","2010",2305
"tomcat8","2013",862
"tomee","2013",272
"toolbar","2008",1245
"toolchain","2009",175
"toolkit","2008",208
"tooltip","2008",2243
"topic-modeling","2011",153
"topojson","2013",212
"tor","2009",248
"torch","2014",339
"tornado","2009",1404
"tortoisegit","2009",458
"tortoisehg","2008",579
"tortoisesvn","2008",2221
"tostring","2008",749
"touch","2008",2378
"touch-event","2010",221
"touch-id","2013",171
"touchesbegan","2009",175
"touchscreen","2008",299
"tpl-dataflow","2011",216
"tr","2011",151
"trac","2008",371
"trace","2008",608
"traceback","2008",189
"tracing","2008",314
"tracking","2008",729
"trading","2008",126
"traefik","2016",177
"traffic","2008",162
"training-data","2009",230
"traits","2008",893
"transactional","2008",291
"transactions","2008",5849
"transactionscope","2008",499
"transfer","2008",284
"transform","2008",1692
"transformation","2008",873
"transient","2008",160
"transition","2009",1143
"transitions","2009",434
"translate","2009",350
"translate-animation","2011",157
"translation","2008",1738
"transparency","2008",1364
"transparent","2008",635
"transpose","2008",411
"traveling-salesman","2008",172
"traversal","2008",640
"travis-ci","2011",1812
"tree","2008",4489
"tree-traversal","2009",214
"treemap","2008",387
"treenode","2008",218
"treeset","2009",170
"treeview","2008",3317
"trello","2012",195
"triangulation","2009",226
"tridion","2010",539
"tridion-2011","2012",239
"trie","2008",286
"trigger.io","2012",336
"triggers","2008",5574
"trigonometry","2008",675
"trim","2008",636
"true-type-fonts","2008",339
"truffle","2016",90
"truncate","2008",460
"truststore","2008",113
"try-catch","2008",2392
"try-catch-finally","2008",161
"try-except","2009",120
"tsc","2012",189
"tsconfig","2011",145
"tshark","2009",88
"tslint","2014",229
"tsql","2008",22916
"ttk","2010",186
"ttl","2009",149
"tty","2008",292
"tumblr","2009",649
"tunnel","2008",157
"tuples","2008",2473
"turbo-c++","2008",130
"turbolinks","2012",382
"turing-machines","2008",114
"turtle-graphics","2008",347
"tvos","2014",665
"twebbrowser","2009",141
"tween","2009",230
"tweenmax","2012",140
"tweepy","2010",555
"tweets","2010",181
"twig","2010",3829
"twilio","2010",2081
"twilio-api","2012",364
"twilio-php","2015",154
"twisted","2008",1329
"twitch","2013",154
"twitter","2008",9304
"twitter-bootstrap","2010",36960
"twitter-bootstrap-2","2012",145
"twitter-bootstrap-3","2011",8387
"twitter-bootstrap-4","2015",419
"twitter-fabric","2014",288
"twitter-oauth","2009",1117
"twitter-streaming-api","2010",155
"twitter4j","2010",618
"twos-complement","2009",147
"tycho","2009",350
"type-conversion","2008",3826
"type-erasure","2009",278
"type-hinting","2008",308
"type-inference","2008",817
"type-mismatch","2009",168
"type-parameter","2009",196
"type-providers","2011",226
"type-safety","2008",259
"type-systems","2008",199
"typeahead","2010",341
"typeahead.js","2012",533
"typechecking","2008",260
"typeclass","2008",743
"typeconverter","2008",188
"typedef","2008",937
"typeerror","2009",975
"typeface","2010",160
"typeof","2008",269
"typeorm","2015",66
"types","2008",7976
"typesafe-activator","2013",204
"typescript","2012",28139
"typescript-typings","2016",671
"typescript2.0","2016",609
"typetraits","2009",409
"typing","2008",229
"typo3","2008",2767
"typo3-6.2.x","2011",451
"typo3-7.6.x","2011",428
"typo3-8.x","2016",173
"typography","2008",259
"typoscript","2009",694
"u-boot","2010",240
"u-sql","2015",246
"uac","2008",636
"uart","2010",351
"uber-api","2014",287
"ubercart","2009",174
"ubuntu","2008",17572
"ubuntu-10.04","2010",330
"ubuntu-12.04","2012",1238
"ubuntu-14.04","2014",2062
"ubuntu-16.04","2013",1717
"ubuntu-18.04","2018",49
"ubuntu-server","2009",274
"ucanaccess","2014",132
"udev","2009",139
"udf","2014",207
"udid","2009",157
"udp","2008",3045
"udpclient","2008",181
"uglifyjs","2011",372
"ui-automation","2008",963
"ui-grid","2014",182
"ui-select","2014",169
"ui-testing","2008",296
"ui-thread","2008",207
"uiaccessibility","2012",151
"uiactionsheet","2009",469
"uiactivityindicatorview","2009",375
"uiactivityviewcontroller","2012",505
"uialertcontroller","2014",572
"uialertview","2009",1076
"uianimation","2010",179
"uiappearance","2012",218
"uiapplication","2008",223
"uiapplicationdelegate","2009",249
"uiautomator","2013",210
"uibarbuttonitem","2008",1005
"uibezierpath","2010",610
"uibinder","2009",360
"uibutton","2009",4137
"uicollectionview","2011",4651
"uicollectionviewcell","2012",1492
"uicollectionviewlayout","2012",615
"uicolor","2009",555
"uicontainerview","2013",256
"uicontrol","2009",171
"uidatepicker","2008",619
"uielement","2008",178
"uifont","2009",321
"uigesturerecognizer","2010",1517
"uiimage","2008",3677
"uiimagepickercontroller","2008",1636
"uiimageview","2008",4062
"uiinterfaceorientation","2010",488
"uikeyboard","2008",449
"uikit","2008",3657
"uilabel","2008",2699
"uilocalnotification","2010",898
"uima","2009",104
"uinavigationbar","2008",2509
"uinavigationcontroller","2009",4834
"uinavigationitem","2009",505
"uipagecontrol","2009",297
"uipageviewcontroller","2011",827
"uipangesturerecognizer","2011",389
"uipickerview","2008",1233
"uipopovercontroller","2010",809
"uiprogressview","2009",210
"uirefreshcontrol","2012",177
"uiscrollview","2009",5200
"uiscrollviewdelegate","2009",187
"uisearchbar","2009",1448
"uisearchcontroller","2014",422
"uisearchdisplaycontroller","2009",394
"uisegmentedcontrol","2009",700
"uislider","2009",612
"uisplitviewcontroller","2010",974
"uistackview","2014",384
"uistatusbar","2010",202
"uistoryboard","2011",1350
"uistoryboardsegue","2011",639
"uiswipegesturerecognizer","2011",203
"uiswitch","2009",318
"uitabbar","2009",949
"uitabbarcontroller","2009",2637
"uitabbaritem","2009",411
"uitableview","2008",24375
"uitapgesturerecognizer","2009",407
"uitextfield","2008",3107
"uitextfielddelegate","2011",222
"uitextview","2008",2262
"uitoolbar","2008",615
"uitouch","2009",291
"uiview","2008",7878
"uiviewanimation","2009",752
"uiviewanimationtransition","2010",186
"uiviewcontroller","2009",6372
"uiwebview","2008",4784
"uiwindow","2009",281
"umbraco","2008",2106
"umbraco7","2013",685
"uml","2008",2209
"unauthorized","2009",125
"unbind","2009",128
"unc","2008",205
"undefined","2008",1491
"undefined-behavior","2008",740
"undefined-reference","2009",337
"underline","2008",162
"underscore.js","2010",2634
"undertow","2013",176
"undo","2008",315
"unhandled-exception","2008",267
"unicode","2008",8933
"unicode-string","2009",206
"unicorn","2010",642
"uninstall","2008",679
"union","2008",1357
"union-all","2009",205
"unions","2008",467
"uniq","2009",100
"unique","2008",1461
"unique-constraint","2008",439
"unique-key","2008",166
"unique-ptr","2009",522
"uniqueidentifier","2008",606
"unit-of-work","2008",551
"unit-testing","2008",31198
"units-of-measurement","2008",227
"unity-container","2008",1918
"unity3d","2009",12036
"unity3d-2dtools","2013",166
"unity5","2015",1261
"unityscript","2009",646
"universal","2010",215
"universal-analytics","2013",188
"universal-image-loader","2009",354
"unix","2008",13788
"unix-socket","2009",141
"unix-timestamp","2008",661
"unixodbc","2008",219
"unlink","2009",151
"unmanaged","2008",636
"unmarshalling","2008",566
"unobtrusive-javascript","2008",288
"unobtrusive-validation","2010",595
"unordered-map","2008",370
"unpack","2009",173
"unpivot","2008",229
"unreal-engine4","2014",269
"unrecognized-selector","2010",215
"unresolved-external","2008",145
"unsafe","2008",315
"unsatisfiedlinkerror","2009",143
"unset","2009",206
"unsigned","2008",344
"unsigned-integer","2008",138
"unsupervised-learning","2011",105
"unzip","2008",606
"updatepanel","2008",1568
"updates","2008",1112
"updating","2008",297
"upgrade","2008",1510
"upload","2008",4323
"uploadify","2009",499
"uploading","2008",157
"upnp","2008",212
"uppercase","2008",299
"upsert","2008",324
"upstart","2010",254
"urbanairship.com","2009",324
"uri","2008",2129
"url","2008",13583
"url-encoding","2008",480
"url-mapping","2008",182
"url-parameters","2009",316
"url-redirection","2008",1063
"url-rewrite-module","2009",256
"url-rewriting","2008",6099
"url-routing","2008",2282
"url-scheme","2009",427
"url-shortener","2009",153
"urlconnection","2008",242
"urldecode","2008",144
"urlencode","2008",756
"urlfetch","2009",144
"urllib","2008",927
"urllib2","2008",1025
"urllib3","2012",104
"usability","2008",543
"usb","2008",2512
"usb-drive","2008",186
"usbserial","2008",145
"use-case","2008",220
"user-accounts","2008",275
"user-agent","2008",879
"user-controls","2008",4698
"user-defined-functions","2008",1117
"user-defined-types","2008",253
"user-experience","2008",693
"user-input","2008",1134
"user-interface","2008",17410
"user-management","2008",183
"user-permissions","2010",318
"user-profile","2009",257
"user-registration","2009",155
"user-roles","2009",284
"user32","2008",178
"userform","2009",493
"userid","2009",94
"username","2008",476
"userscripts","2009",306
"using","2008",560
"using-statement","2008",220
"usort","2009",130
"utc","2008",707
"utf","2008",259
"utf-16","2008",415
"utf-8","2008",7875
"uuid","2008",943
"uvm","2013",139
"uwp","2012",5801
"uwp-xaml","2015",699
"uwsgi","2010",964
"v8","2008",1026
"vaadin","2009",1989
"vaadin7","2012",585
"vaadin8","2014",203
"vagrant","2010",3675
"vagrantfile","2013",435
"vala","2009",373
"valgrind","2008",1143
"validation","2008",23985
"value-type","2008",291
"valueerror","2017",106
"vapor","2016",174
"var","2008",627
"varbinary","2009",140
"varchar","2008",482
"variable-assignment","2008",1152
"variable-declaration","2009",201
"variables","2008",12819
"variadic","2009",135
"variadic-functions","2008",909
"variadic-templates","2010",1030
"variance","2008",145
"variant","2008",266
"variations","2009",113
"varnish","2008",765
"varnish-vcl","2010",225
"vb.net","2008",44682
"vb.net-2010","2010",675
"vb6","2008",4087
"vb6-migration","2008",252
"vba","2008",29447
"vbo","2008",273
"vbscript","2008",5595
"vbulletin","2008",160
"vc6","2008",211
"vcard","2008",219
"vcl","2008",531
"vector","2008",7970
"vector-graphics","2008",463
"vectorization","2008",1304
"vegan","2012",90
"veins","2015",76
"velocity","2008",909
"verification","2008",421
"verify","2008",162
"verilog","2008",1206
"version","2008",2020
"version-control","2008",8269
"versioning","2008",1340
"vert.x","2012",528
"vertex","2009",169
"vertex-shader","2010",261
"vertica","2010",333
"vertical-alignment","2008",1095
"vertical-scrolling","2010",197
"vertices","2009",108
"vhdl","2008",1317
"vhosts","2009",427
"vi","2008",760
"video","2008",11022
"video-capture","2008",823
"video-encoding","2009",348
"video-player","2012",131
"video-processing","2008",775
"video-recording","2010",204
"video-streaming","2008",2857
"video.js","2011",574
"view","2008",6869
"view-helpers","2008",197
"viewbag","2011",270
"viewcontroller","2009",782
"viewdidload","2009",278
"viewer","2008",158
"viewflipper","2010",300
"viewgroup","2010",203
"viewmodel","2009",1454
"viewpagerindicator","2012",211
"viewport","2009",944
"views","2008",2010
"viewstate","2008",795
"vim","2008",11549
"vim-plugin","2010",411
"vim-syntax-highlighting","2008",183
"vimeo","2008",601
"vimeo-api","2013",230
"virtual","2008",944
"virtual-directory","2008",241
"virtual-functions","2008",343
"virtual-machine","2008",2148
"virtual-memory","2008",309
"virtual-reality","2008",386
"virtualbox","2008",2035
"virtualenv","2008",2176
"virtualenvwrapper","2009",245
"virtualhost","2008",1199
"virtualization","2008",926
"virtuemart","2009",297
"virtuoso","2011",155
"virus","2008",169
"vis.js","2015",195
"visibility","2008",1120
"visible","2008",268
"visio","2008",422
"vision","2008",90
"visitor","2008",162
"visual-c++","2008",10291
"visual-c++-2010","2009",141
"visual-composer","2016",117
"visual-foxpro","2008",448
"visual-sourcesafe","2008",437
"visual-studio","2008",38364
"visual-studio-2005","2008",1621
"visual-studio-2008","2008",8670
"visual-studio-2010","2008",21596
"visual-studio-2012","2009",10517
"visual-studio-2013","2009",8401
"visual-studio-2015","2009",8899
"visual-studio-2017","2012",4249
"visual-studio-addins","2008",256
"visual-studio-code","2013",4570
"visual-studio-cordova","2014",527
"visual-studio-debugging","2008",788
"visual-studio-express","2008",287
"visual-studio-extensions","2008",669
"visual-studio-lightswitch","2010",518
"visual-studio-mac","2016",233
"visualforce","2009",520
"visualization","2008",1338
"visualstatemanager","2008",196
"visualsvn","2008",245
"visualsvn-server","2008",310
"visualvm","2008",264
"vivado","2014",107
"vlc","2008",747
"vlookup","2009",513
"vmware","2008",1006
"vmware-workstation","2009",128
"vnc","2008",210
"voice","2008",293
"voice-recognition","2009",457
"voiceover","2010",243
"void","2009",442
"void-pointers","2009",397
"voip","2008",1008
"volatile","2008",556
"volume","2008",498
"voronoi","2008",136
